Id,date_d,time_h,Calories,TotalIntensity,AverageIntensity,StepTotal
1503960366,4/25/2016,12,92,19,0.316667,707
1503960366,4/25/2016,13,75,13,0.216667,299
1503960366,4/25/2016,14,62,5,0.083333,94
1503960366,4/25/2016,15,76,13,0.216667,359
1503960366,4/25/2016,16,71,10,0.166667,263
1503960366,4/25/2016,17,67,8,0.133333,188
1503960366,4/25/2016,18,61,6,0.1,116
1503960366,4/25/2016,19,182,86,1.433333,2815
1503960366,4/25/2016,20,95,30,0.5,895
1503960366,4/25/2016,21,267,132,2.2,4895
1503960366,4/25/2016,22,68,11,0.183333,188
1503960366,4/25/2016,23,54,3,0.05,56
1503960366,4/26/2016,0,56,4,0.066667,101
1503960366,4/26/2016,1,66,11,0.183333,178
1503960366,4/26/2016,2,51,0,0,0
1503960366,4/26/2016,3,64,11,0.183333,145
1503960366,4/26/2016,4,48,0,0,0
1503960366,4/26/2016,5,49,1,0.016667,7
1503960366,4/26/2016,6,48,0,0,0
1503960366,4/26/2016,7,52,3,0.05,28
1503960366,4/26/2016,8,67,13,0.216667,173
1503960366,4/26/2016,9,139,31,0.516667,1826
1503960366,4/26/2016,10,92,22,0.366667,666
1503960366,4/26/2016,11,78,17,0.283333,266
1503960366,4/26/2016,12,74,10,0.166667,415
1503960366,4/26/2016,13,126,42,0.7,1571
1503960366,4/26/2016,14,142,60,1,1998
1503960366,4/26/2016,15,74,9,0.15,323
1503960366,4/26/2016,16,93,22,0.366667,697
1503960366,4/26/2016,17,60,5,0.083333,143
1503960366,4/26/2016,18,169,72,1.2,2513
1503960366,4/26/2016,19,73,15,0.25,148
1503960366,4/26/2016,20,127,26,0.433333,1649
1503960366,4/26/2016,21,79,14,0.233333,450
1503960366,4/26/2016,22,66,9,0.15,148
1503960366,4/26/2016,23,80,21,0.35,310
1503960366,4/27/2016,0,68,10,0.166667,277
1503960366,4/27/2016,1,59,5,0.083333,60
1503960366,4/27/2016,2,53,2,0.033333,17
1503960366,4/27/2016,3,47,0,0,0
1503960366,4/27/2016,4,47,0,0,0
1503960366,4/27/2016,5,47,0,0,0
1503960366,4/27/2016,6,47,0,0,0
1503960366,4/27/2016,7,47,0,0,0
1503960366,4/27/2016,8,47,0,0,0
1503960366,4/27/2016,9,149,33,0.55,1916
1503960366,4/27/2016,10,93,27,0.45,502
1503960366,4/27/2016,11,100,23,0.383333,797
1503960366,4/27/2016,12,89,12,0.2,701
1503960366,4/27/2016,13,76,13,0.216667,319
1503960366,4/27/2016,14,150,35,0.583333,1932
1503960366,4/27/2016,15,63,6,0.1,59
1503960366,4/27/2016,16,64,7,0.116667,98
1503960366,4/27/2016,17,73,13,0.216667,261
1503960366,4/27/2016,18,178,73,1.216667,2714
1503960366,4/27/2016,19,318,150,2.5,5786
1503960366,4/27/2016,20,174,70,1.166667,2420
1503960366,4/27/2016,21,76,20,0.333333,266
1503960366,4/27/2016,22,47,0,0,0
1503960366,4/27/2016,23,47,0,0,0
1503960366,4/28/2016,0,47,0,0,0
1503960366,4/28/2016,1,62,10,0.166667,127
1503960366,4/28/2016,2,48,0,0,0
1503960366,4/28/2016,3,47,0,0,0
1503960366,4/28/2016,4,48,0,0,0
1503960366,4/28/2016,5,47,0,0,0
1503960366,4/28/2016,6,48,0,0,0
1503960366,4/28/2016,7,49,1,0.016667,14
1503960366,4/28/2016,8,63,11,0.183333,128
1503960366,4/28/2016,9,116,38,0.633333,1192
1503960366,4/28/2016,10,105,19,0.316667,987
1503960366,4/28/2016,11,73,10,0.166667,288
1503960366,4/28/2016,12,78,16,0.266667,317
1503960366,4/28/2016,13,108,33,0.55,1144
1503960366,4/28/2016,14,124,47,0.783333,1512
1503960366,4/28/2016,15,61,5,0.083333,115
1503960366,4/28/2016,16,81,10,0.166667,554
1503960366,4/28/2016,17,72,11,0.183333,235
1503960366,4/28/2016,18,138,56,0.933333,1829
1503960366,4/28/2016,19,56,1,0.016667,13
1503960366,4/28/2016,20,151,50,0.833333,2122
1503960366,4/28/2016,21,103,21,0.35,986
1503960366,4/28/2016,22,55,2,0.033333,16
1503960366,4/28/2016,23,121,48,0.8,1512
1503960366,4/29/2016,0,65,9,0.15,202
1503960366,4/29/2016,1,49,0,0,0
1503960366,4/29/2016,2,54,4,0.066667,71
1503960366,4/29/2016,3,47,0,0,0
1503960366,4/29/2016,4,47,0,0,0
1503960366,4/29/2016,5,48,0,0,0
1503960366,4/29/2016,6,47,0,0,0
1503960366,4/29/2016,7,52,3,0.05,27
1503960366,4/29/2016,8,67,13,0.216667,201
1503960366,4/29/2016,9,142,33,0.55,1820
1503960366,4/29/2016,10,60,4,0.066667,44
1503960366,4/29/2016,11,60,4,0.066667,104
1503960366,4/29/2016,12,65,6,0.1,214
1503960366,4/29/2016,13,62,6,0.1,41
1503960366,4/29/2016,14,136,56,0.933333,1711
1503960366,4/29/2016,15,110,23,0.383333,1076
1503960366,4/29/2016,16,73,10,0.166667,285
1503960366,4/29/2016,17,75,9,0.15,380
1503960366,4/29/2016,18,60,5,0.083333,118
1503960366,4/29/2016,19,71,11,0.183333,267
1503960366,4/29/2016,20,80,16,0.266667,386
1503960366,4/29/2016,21,118,20,0.333333,1366
1503960366,4/29/2016,22,111,27,0.45,1111
1503960366,4/29/2016,23,140,56,0.933333,1757
1503960366,4/30/2016,0,51,1,0.016667,19
1503960366,4/30/2016,1,57,7,0.116667,65
1503960366,4/30/2016,2,47,0,0,0
1503960366,4/30/2016,3,49,1,0.016667,6
1503960366,4/30/2016,4,47,0,0,0
1503960366,4/30/2016,5,48,0,0,0
1503960366,4/30/2016,6,48,0,0,0
1503960366,4/30/2016,7,48,0,0,0
1503960366,4/30/2016,8,52,3,0.05,60
1503960366,4/30/2016,9,64,11,0.183333,148
1503960366,4/30/2016,10,72,17,0.283333,239
1503960366,4/30/2016,11,62,7,0.116667,127
1503960366,4/30/2016,12,58,4,0.066667,92
1503960366,4/30/2016,13,65,11,0.183333,141
1503960366,4/30/2016,14,85,22,0.366667,520
1503960366,4/30/2016,15,94,26,0.433333,993
1503960366,4/30/2016,16,203,99,1.65,3388
1503960366,4/30/2016,17,160,55,0.916667,2176
1503960366,4/30/2016,18,159,71,1.183333,2319
1503960366,4/30/2016,19,60,4,0.066667,92
1503960366,4/30/2016,20,62,5,0.083333,117
1503960366,4/30/2016,21,96,22,0.366667,840
1503960366,4/30/2016,22,144,47,0.783333,2139
1503960366,4/30/2016,23,116,28,0.466667,1192
1503960366,05-01-2016,0,64,9,0.15,247
1503960366,05-01-2016,1,60,8,0.133333,59
1503960366,05-01-2016,2,50,2,0.033333,36
1503960366,05-01-2016,3,48,1,0.016667,4
1503960366,05-01-2016,4,47,0,0,0
1503960366,05-01-2016,5,48,0,0,0
1503960366,05-01-2016,6,47,0,0,0
1503960366,05-01-2016,7,52,3,0.05,41
1503960366,05-01-2016,8,56,6,0.1,94
1503960366,05-01-2016,9,67,12,0.2,198
1503960366,05-01-2016,10,61,6,0.1,146
1503960366,05-01-2016,11,65,10,0.166667,103
1503960366,05-01-2016,12,66,10,0.166667,130
1503960366,05-01-2016,13,57,5,0.083333,85
1503960366,05-01-2016,14,91,25,0.416667,540
1503960366,05-01-2016,15,81,21,0.35,294
1503960366,05-01-2016,16,97,23,0.383333,823
1503960366,05-01-2016,17,108,33,0.55,1053
1503960366,05-01-2016,18,159,70,1.166667,2007
1503960366,05-01-2016,19,71,14,0.233333,177
1503960366,05-01-2016,20,59,6,0.1,93
1503960366,05-01-2016,21,86,25,0.416667,363
1503960366,05-01-2016,22,127,50,0.833333,1552
1503960366,05-01-2016,23,161,76,1.266667,2557
1503960366,05-02-2016,0,50,0,0,0
1503960366,05-02-2016,1,59,7,0.116667,119
1503960366,05-02-2016,2,47,0,0,0
1503960366,05-02-2016,3,49,1,0.016667,21
1503960366,05-02-2016,4,47,0,0,0
1503960366,05-02-2016,5,47,0,0,0
1503960366,05-02-2016,6,47,0,0,0
1503960366,05-02-2016,7,51,3,0.05,28
1503960366,05-02-2016,8,68,12,0.2,245
1503960366,05-02-2016,9,142,30,0.5,1690
1503960366,05-02-2016,10,82,19,0.316667,369
1503960366,05-02-2016,11,78,16,0.266667,384
1503960366,05-02-2016,12,153,64,1.066667,2116
1503960366,05-02-2016,13,107,21,0.35,1064
1503960366,05-02-2016,14,75,13,0.216667,355
1503960366,05-02-2016,15,76,11,0.183333,418
1503960366,05-02-2016,16,88,24,0.4,420
1503960366,05-02-2016,17,73,12,0.2,340
1503960366,05-02-2016,18,68,9,0.15,227
1503960366,05-02-2016,19,73,13,0.216667,235
1503960366,05-02-2016,20,231,105,1.75,3903
1503960366,05-02-2016,21,119,25,0.416667,1427
1503960366,05-02-2016,22,106,28,0.466667,945
1503960366,05-02-2016,23,80,17,0.283333,404
1503960366,05-03-2016,0,54,3,0.05,55
1503960366,05-03-2016,1,58,6,0.1,79
1503960366,05-03-2016,2,49,1,0.016667,20
1503960366,05-03-2016,3,57,5,0.083333,110
1503960366,05-03-2016,4,47,0,0,0
1503960366,05-03-2016,5,47,0,0,0
1503960366,05-03-2016,6,50,2,0.033333,16
1503960366,05-03-2016,7,51,3,0.05,23
1503960366,05-03-2016,8,64,11,0.183333,158
1503960366,05-03-2016,9,114,24,0.4,1391
1503960366,05-03-2016,10,99,25,0.416667,955
1503960366,05-03-2016,11,74,12,0.2,297
1503960366,05-03-2016,12,81,17,0.283333,396
1503960366,05-03-2016,13,83,23,0.383333,309
1503960366,05-03-2016,14,88,26,0.433333,384
1503960366,05-03-2016,15,136,46,0.766667,1719
1503960366,05-03-2016,16,103,33,0.55,870
1503960366,05-03-2016,17,89,18,0.3,690
1503960366,05-03-2016,18,191,86,1.433333,3119
1503960366,05-03-2016,19,58,5,0.083333,140
1503960366,05-03-2016,20,50,1,0.016667,6
1503960366,05-03-2016,21,109,37,0.616667,1333
1503960366,05-03-2016,22,163,58,0.966667,2549
1503960366,05-03-2016,23,77,10,0.166667,484
1503960366,05-04-2016,0,79,17,0.283333,400
1503960366,05-04-2016,1,53,2,0.033333,18
1503960366,05-04-2016,2,47,0,0,0
1503960366,05-04-2016,3,47,0,0,0
1503960366,05-04-2016,4,47,0,0,0
1503960366,05-04-2016,5,47,0,0,0
1503960366,05-04-2016,6,47,0,0,0
1503960366,05-04-2016,7,47,0,0,0
1503960366,05-04-2016,8,53,4,0.066667,68
1503960366,05-04-2016,9,125,22,0.366667,1470
1503960366,05-04-2016,10,87,26,0.433333,598
1503960366,05-04-2016,11,65,7,0.116667,194
1503960366,05-04-2016,12,75,12,0.2,366
1503960366,05-04-2016,13,76,16,0.266667,318
1503960366,05-04-2016,14,152,67,1.116667,2284
1503960366,05-04-2016,15,65,7,0.116667,138
1503960366,05-04-2016,16,64,6,0.1,144
1503960366,05-04-2016,17,71,11,0.183333,341
1503960366,05-04-2016,18,145,62,1.033333,2041
1503960366,05-04-2016,19,78,19,0.316667,205
1503960366,05-04-2016,20,124,30,0.5,1316
1503960366,05-04-2016,21,110,39,0.65,1106
1503960366,05-04-2016,22,63,8,0.133333,93
1503960366,05-04-2016,23,52,0,0,0
1503960366,05-05-2016,0,56,6,0.1,70
1503960366,05-05-2016,1,58,6,0.1,113
1503960366,05-05-2016,2,52,2,0.033333,19
1503960366,05-05-2016,3,47,0,0,0
1503960366,05-05-2016,4,53,4,0.066667,44
1503960366,05-05-2016,5,47,0,0,0
1503960366,05-05-2016,6,49,1,0.016667,8
1503960366,05-05-2016,7,51,3,0.05,23
1503960366,05-05-2016,8,61,10,0.166667,107
1503960366,05-05-2016,9,131,26,0.433333,1615
1503960366,05-05-2016,10,78,15,0.25,360
1503960366,05-05-2016,11,59,4,0.066667,28
1503960366,05-05-2016,12,75,13,0.216667,318
1503960366,05-05-2016,13,110,21,0.35,1231
1503960366,05-05-2016,14,75,12,0.2,375
1503960366,05-05-2016,15,72,14,0.233333,187
1503960366,05-05-2016,16,102,21,0.35,989
1503960366,05-05-2016,17,154,70,1.166667,2217
1503960366,05-05-2016,18,95,30,0.5,715
1503960366,05-05-2016,19,82,20,0.333333,348
1503960366,05-05-2016,20,79,19,0.316667,283
1503960366,05-05-2016,21,219,113,1.883333,3897
